codigo_municipio,nome_do_municipio,regiao,estado,populacao_muni,quanti_psis_muni,prop_psi_muni
241150,Santo Antônio,Nordeste,RN,22793,8,2849.125
241160,São Bento do Norte,Nordeste,RN,3442,2,1721
241170,São Bento do Trairí,Nordeste,RN,3890,2,1945
241180,São Fernando,Nordeste,RN,3606,1,3606
241190,São Francisco do Oeste,Nordeste,RN,4319,1,4319
241200,São Gonçalo do Amarante,Nordeste,RN,124495,22,5658.863636363636
241210,São João do Sabugi,Nordeste,RN,6136,2,3068
241220,São José de Mipibu,Nordeste,RN,50053,30,1668.4333333333334
241230,São José do Campestre,Nordeste,RN,11298,4,2824.5
241240,São José do Seridó,Nordeste,RN,4733,3,1577.6666666666667
241250,São Miguel,Nordeste,RN,24422,5,4884.4
241255,São Miguel do Gostoso,Nordeste,RN,10636,4,2659
241260,São Paulo do Potengi,Nordeste,RN,17371,12,1447.5833333333333
241270,São Pedro,Nordeste,RN,5890,1,5890
241280,São Rafael,Nordeste,RN,7889,1,7889
241290,São Tomé,Nordeste,RN,10161,2,5080.5
241300,São Vicente,Nordeste,RN,6530,3,2176.6666666666665
241310,Senador Elói de Souza,Nordeste,RN,6027,3,2009
241320,Senador Georgino Avelino,Nordeste,RN,4202,2,2101
241330,Serra de São Bento,Nordeste,RN,5866,2,2933
241335,Serra do Mel,Nordeste,RN,13819,6,2303.1666666666665
241340,Serra Negra do Norte,Nordeste,RN,7800,3,2600
241350,Serrinha,Nordeste,RN,6608,5,1321.6
241355,Serrinha dos Pintos,Nordeste,RN,4810,1,4810
241360,Severiano Melo,Nordeste,RN,5616,1,5616
241370,Sítio Novo,Nordeste,RN,4746,2,2373
241380,Taboleiro Grande,Nordeste,RN,2409,1,2409
241390,Taipu,Nordeste,RN,11708,3,3902.6666666666665
241400,Tangará,Nordeste,RN,13583,3,4527.666666666667
241410,Tenente Ananias,Nordeste,RN,10610,2,5305
241415,Tenente Laurentino Cruz,Nordeste,RN,6152,4,1538
241420,Tibau do Sul,Nordeste,RN,18080,3,6026.666666666667
241430,Timbaúba dos Batistas,Nordeste,RN,2424,2,1212
241440,Touros,Nordeste,RN,34767,7,4966.714285714285
241445,Triunfo Potiguar,Nordeste,RN,3477,2,1738.5
241450,Umarizal,Nordeste,RN,10655,2,5327.5
241460,Upanema,Nordeste,RN,14048,4,3512
241470,Várzea,Nordeste,RN,5387,1,5387
241475,Venha-Ver,Nordeste,RN,3005,2,1502.5
241480,Vera Cruz,Nordeste,RN,11053,6,1842.1666666666667
241490,Viçosa,Nordeste,RN,1900,1,1900
241500,Vila Flor,Nordeste,RN,3304,1,3304
250010,Água Branca,Nordeste,PB,9580,5,1916
250020,Aguiar,Nordeste,PB,5026,5,1005.2
250030,Alagoa Grande,Nordeste,PB,26655,3,8885
250040,Alagoa Nova,Nordeste,PB,21823,8,2727.875
250050,Alagoinha,Nordeste,PB,14140,4,3535
250053,Alcantil,Nordeste,PB,5806,7,829.4285714285714
250057,Algodão de Jandaíra,Nordeste,PB,3143,1,3143
250060,Alhandra,Nordeste,PB,23065,9,2562.777777777778
250070,São João do Rio do Peixe,Nordeste,PB,18500,9,2055.5555555555557
250073,Amparo,Nordeste,PB,2328,2,1164
250077,Aparecida,Nordeste,PB,8257,1,8257
250080,Araçagi,Nordeste,PB,16991,1,16991
250090,Arara,Nordeste,PB,12482,2,6241
250100,Araruna,Nordeste,PB,17360,5,3472
250110,Areia,Nordeste,PB,23031,3,7677
250115,Areia de Baraúnas,Nordeste,PB,2027,3,675.6666666666666
250120,Areial,Nordeste,PB,7434,2,3717
250130,Aroeiras,Nordeste,PB,19142,8,2392.75
250135,Assunção,Nordeste,PB,4383,1,4383
250140,Baía da Traição,Nordeste,PB,9741,2,4870.5
250150,Bananeiras,Nordeste,PB,24134,7,3447.714285714286
250153,Baraúna,Nordeste,PB,5010,1,5010
250157,Barra de Santana,Nordeste,PB,8247,6,1374.5
250160,Barra de Santa Rosa,Nordeste,PB,13024,3,4341.333333333333
250170,Barra de São Miguel,Nordeste,PB,6123,2,3061.5
250180,Bayeux,Nordeste,PB,83862,15,5590.8
250190,Belém,Nordeste,PB,16710,7,2387.1428571428573
250200,Belém do Brejo do Cruz,Nordeste,PB,6272,3,2090.6666666666665
250205,Bernardino Batista,Nordeste,PB,3677,2,1838.5
250210,Boa Ventura,Nordeste,PB,5246,4,1311.5
250215,Boa Vista,Nordeste,PB,6592,5,1318.4
250220,Bom Jesus,Nordeste,PB,2328,3,776
250230,Bom Sucesso,Nordeste,PB,4720,2,2360
250240,Bonito de Santa Fé,Nordeste,PB,10433,3,3477.6666666666665
250250,Boqueirão,Nordeste,PB,18216,11,1656
250260,Igaracy,Nordeste,PB,5719,3,1906.3333333333333
250270,Borborema,Nordeste,PB,4185,2,2092.5
250280,Brejo do Cruz,Nordeste,PB,14095,9,1566.111111111111
250290,Brejo dos Santos,Nordeste,PB,5816,8,727
250300,Caaporã,Nordeste,PB,21942,10,2194.2
250310,Cabaceiras,Nordeste,PB,5537,3,1845.6666666666667
250320,Cabedelo,Nordeste,PB,70734,45,1571.8666666666666
250330,Cachoeira dos Índios,Nordeste,PB,9335,3,3111.6666666666665
250340,Cacimba de Areia,Nordeste,PB,3344,3,1114.6666666666667
250350,Cacimba de Dentro,Nordeste,PB,16332,2,8166
250355,Cacimbas,Nordeste,PB,7513,2,3756.5
250360,Caiçara,Nordeste,PB,6684,4,1671
250370,Cajazeiras,Nordeste,PB,66585,28,2378.035714285714
250375,Cajazeirinhas,Nordeste,PB,2760,1,2760
250380,Caldas Brandão,Nordeste,PB,5942,2,2971
250390,Camalaú,Nordeste,PB,6327,2,3163.5
250400,Campina Grande,Nordeste,PB,443911,278,1596.8021582733813
250403,Capim,Nordeste,PB,7446,3,2482
250407,Caraúbas,Nordeste,PB,4067,1,4067
250410,Carrapateira,Nordeste,PB,2365,2,1182.5
250415,Casserengue,Nordeste,PB,7052,2,3526
250420,Catingueira,Nordeste,PB,4556,1,4556
250430,Catolé do Rocha,Nordeste,PB,32288,15,2152.5333333333333
250435,Caturité,Nordeste,PB,5544,2,2772
250440,Conceição,Nordeste,PB,18731,11,1702.8181818181818
250450,Condado,Nordeste,PB,6629,1,6629
250460,Conde,Nordeste,PB,30007,9,3334.1111111111113
250470,Congo,Nordeste,PB,5124,4,1281
250480,Coremas,Nordeste,PB,14987,6,2497.8333333333335
250485,Coxixola,Nordeste,PB,1888,1,1888
250490,Cruz do Espírito Santo,Nordeste,PB,17821,3,5940.333333333333
250500,Cubati,Nordeste,PB,7842,3,2614
250510,Cuité,Nordeste,PB,20208,5,4041.6
250520,Cuitegi,Nordeste,PB,6890,3,2296.6666666666665
250523,Cuité de Mamanguape,Nordeste,PB,6441,2,3220.5
250527,Curral de Cima,Nordeste,PB,5415,1,5415
250530,Curral Velho,Nordeste,PB,2316,1,2316
250535,Damião,Nordeste,PB,5141,2,2570.5
250540,Desterro,Nordeste,PB,8314,1,8314
250550,Vista Serrana,Nordeste,PB,3772,2,1886
250560,Diamante,Nordeste,PB,6416,2,3208
250570,Dona Inês,Nordeste,PB,10638,4,2659.5
250580,Duas Estradas,Nordeste,PB,3360,2,1680
250590,Emas,Nordeste,PB,3036,3,1012
250600,Esperança,Nordeste,PB,32599,15,2173.266666666667
250610,Fagundes,Nordeste,PB,11307,5,2261.4
250620,Frei Martinho,Nordeste,PB,2911,1,2911
250625,Gado Bravo,Nordeste,PB,8398,1,8398
250630,Guarabira,Nordeste,PB,60057,27,2224.3333333333335
250640,Gurinhém,Nordeste,PB,14141,3,4713.666666666667
250650,Gurjão,Nordeste,PB,3352,1,3352
250660,Ibiara,Nordeste,PB,5713,4,1428.25
250670,Imaculada,Nordeste,PB,10497,3,3499
250680,Ingá,Nordeste,PB,18234,6,3039
250690,Itabaiana,Nordeste,PB,23558,18,1308.7777777777778
250700,Itaporanga,Nordeste,PB,24766,13,1905.076923076923
250710,Itapororoca,Nordeste,PB,19165,4,4791.25
250720,Itatuba,Nordeste,PB,10840,2,5420
250730,Jacaraú,Nordeste,PB,14969,6,2494.8333333333335
250740,Jericó,Nordeste,PB,7728,3,2576
250750,João Pessoa,Nordeste,PB,897633,516,1739.5988372093022
250760,Juarez Távora,Nordeste,PB,8088,2,4044
250770,Juazeirinho,Nordeste,PB,17520,4,4380
250780,Junco do Seridó,Nordeste,PB,7019,2,3509.5
250790,Juripiranga,Nordeste,PB,10255,4,2563.75
250800,Juru,Nordeste,PB,9380,7,1340
250810,Lagoa,Nordeste,PB,4489,1,4489
250820,Lagoa de Dentro,Nordeste,PB,8123,5,1624.6
250830,Lagoa Seca,Nordeste,PB,29209,8,3651.125
250840,Lastro,Nordeste,PB,3316,4,829
250850,Livramento,Nordeste,PB,7041,1,7041
250855,Logradouro,Nordeste,PB,5107,5,1021.4
250860,Lucena,Nordeste,PB,13088,3,4362.666666666667
250870,Mãe d'Água,Nordeste,PB,3599,3,1199.6666666666667
250880,Malta,Nordeste,PB,6288,3,2096
250890,Mamanguape,Nordeste,PB,46966,23,2042
250900,Manaíra,Nordeste,PB,10699,2,5349.5
250905,Marcação,Nordeste,PB,9537,2,4768.5
250910,Mari,Nordeste,PB,22170,10,2217
250915,Marizópolis,Nordeste,PB,7001,2,3500.5
250920,Massaranduba,Nordeste,PB,14756,2,7378
250930,Mataraca,Nordeste,PB,8650,2,4325
250933,Matinhas,Nordeste,PB,4759,2,2379.5
250937,Mato Grosso,Nordeste,PB,2584,5,516.8
250939,Maturéia,Nordeste,PB,6717,3,2239
250940,Mogeiro,Nordeste,PB,14435,6,2405.8333333333335
250950,Montadas,Nordeste,PB,6144,3,2048
250960,Monte Horebe,Nordeste,PB,4429,4,1107.25
250970,Monteiro,Nordeste,PB,33886,34,996.6470588235294
250980,Mulungu,Nordeste,PB,8909,5,1781.8
250990,Natuba,Nordeste,PB,8935,3,2978.3333333333335
251000,Nazarezinho,Nordeste,PB,7394,1,7394
251010,Nova Floresta,Nordeste,PB,9840,1,9840
251020,Nova Olinda,Nordeste,PB,5897,2,2948.5
251030,Nova Palmeira,Nordeste,PB,4359,3,1453
251040,Olho d'Água,Nordeste,PB,6059,1,6059
251050,Olivedos,Nordeste,PB,3675,1,3675
251060,Ouro Velho,Nordeste,PB,3000,2,1500
251065,Parari,Nordeste,PB,1745,1,1745
251070,Passagem,Nordeste,PB,2580,3,860
251080,Patos,Nordeste,PB,108104,77,1403.948051948052
251090,Paulista,Nordeste,PB,12172,3,4057.3333333333335
251100,Pedra Branca,Nordeste,PB,3851,2,1925.5
251110,Pedra Lavrada,Nordeste,PB,6980,2,3490
251120,Pedras de Fogo,Nordeste,PB,31356,19,1650.3157894736842
251130,Piancó,Nordeste,PB,17088,21,813.7142857142857
251140,Picuí,Nordeste,PB,18862,5,3772.4
251150,Pilar,Nordeste,PB,12889,8,1611.125
251160,Pilões,Nordeste,PB,6974,2,3487
251170,Pilõezinhos,Nordeste,PB,5539,2,2769.5
251180,Pirpirituba,Nordeste,PB,9411,4,2352.75
251190,Pitimbu,Nordeste,PB,17166,5,3433.2
251200,Pocinhos,Nordeste,PB,18038,13,1387.5384615384614
251203,Poço Dantas,Nordeste,PB,3934,1,3934
251207,Poço de José de Moura,Nordeste,PB,4126,1,4126
251210,Pombal,Nordeste,PB,33866,11,3078.7272727272725
251220,Prata,Nordeste,PB,4032,2,2016
251230,Princesa Isabel,Nordeste,PB,21674,16,1354.625
251240,Puxinanã,Nordeste,PB,14942,5,2988.4
251250,Queimadas,Nordeste,PB,50698,16,3168.625
251260,Quixaba,Nordeste,PB,1803,2,901.5
251270,Remígio,Nordeste,PB,18399,4,4599.75
251272,Pedro Régis,Nordeste,PB,5932,1,5932
251274,Riachão,Nordeste,PB,2945,2,1472.5
251275,Riachão do Bacamarte,Nordeste,PB,4911,2,2455.5
251276,Riachão do Poço,Nordeste,PB,4989,1,4989
251278,Riacho de Santo Antônio,Nordeste,PB,2063,2,1031.5
251280,Riacho dos Cavalos,Nordeste,PB,8788,2,4394
251290,Rio Tinto,Nordeste,PB,25500,6,4250
251300,Salgadinho,Nordeste,PB,3435,2,1717.5
251310,Salgado de São Félix,Nordeste,PB,11741,3,3913.6666666666665
251315,Santa Cecília,Nordeste,PB,8113,2,4056.5
251320,Santa Cruz,Nordeste,PB,6013,5,1202.6
251330,Santa Helena,Nordeste,PB,6023,3,2007.6666666666667
251335,Santa Inês,Nordeste,PB,3256,2,1628
251340,Santa Luzia,Nordeste,PB,15418,18,856.5555555555555
251350,Santana de Mangueira,Nordeste,PB,5090,2,2545
251360,Santana dos Garrotes,Nordeste,PB,6618,1,6618
251365,Joca Claudino,Nordeste,PB,2607,1,2607
251370,Santa Rita,Nordeste,PB,160852,47,3422.3829787234044
251380,Santa Teresinha,Nordeste,PB,4492,1,4492
251385,Santo André,Nordeste,PB,2708,1,2708
251390,São Bento,Nordeste,PB,33845,19,1781.3157894736842
251392,São Bentinho,Nordeste,PB,4490,5,898
251394,São Domingos do Cariri,Nordeste,PB,2688,2,1344
251396,São Domingos,Nordeste,PB,2624,2,1312
251398,São Francisco,Nordeste,PB,3176,3,1058.6666666666667
251400,São João do Cariri,Nordeste,PB,4345,4,1086.25
251410,São João do Tigre,Nordeste,PB,4359,3,1453
251420,São José da Lagoa Tapada,Nordeste,PB,7251,2,3625.5
251430,São José de Caiana,Nordeste,PB,4966,3,1655.3333333333333
251440,São José de Espinharas,Nordeste,PB,4056,4,1014
251445,São José dos Ramos,Nordeste,PB,6137,2,3068.5
251450,São José de Piranhas,Nordeste,PB,19561,11,1778.2727272727273
251455,São José de Princesa,Nordeste,PB,3323,2,1661.5
251460,São José do Bonfim,Nordeste,PB,3337,1,3337
251465,São José do Brejo do Cruz,Nordeste,PB,1750,1,1750
251470,São José do Sabugi,Nordeste,PB,4283,7,611.8571428571429
251480,São José dos Cordeiros,Nordeste,PB,3462,2,1731
251490,São Mamede,Nordeste,PB,7629,4,1907.25
251500,São Miguel de Taipu,Nordeste,PB,7307,3,2435.6666666666665
251510,São Sebastião de Lagoa de Roça,Nordeste,PB,11387,6,1897.8333333333333
251520,São Sebastião do Umbuzeiro,Nordeste,PB,3382,1,3382
251530,Sapé,Nordeste,PB,53457,18,2969.8333333333335
251540,São Vicente do Seridó,Nordeste,PB,10652,2,5326
251550,Serra Branca,Nordeste,PB,14131,5,2826.2
251560,Serra da Raiz,Nordeste,PB,3156,1,3156
251570,Serra Grande,Nordeste,PB,3056,3,1018.6666666666666
251580,Serra Redonda,Nordeste,PB,6975,4,1743.75
251590,Serraria,Nordeste,PB,4754,2,2377
251593,Sertãozinho,Nordeste,PB,5332,3,1777.3333333333333
251597,Sobrado,Nordeste,PB,8646,8,1080.75
251600,Solânea,Nordeste,PB,27748,5,5549.6
251610,Soledade,Nordeste,PB,14409,4,3602.25
251620,Sousa,Nordeste,PB,70066,35,2001.8857142857144
251630,Sumé,Nordeste,PB,17852,1,17852
251640,Tacima,Nordeste,PB,7794,3,2598
251650,Taperoá,Nordeste,PB,14358,4,3589.5
251660,Tavares,Nordeste,PB,14473,4,3618.25
251670,Teixeira,Nordeste,PB,15129,8,1891.125
251675,Tenório,Nordeste,PB,3082,2,1541
251680,Triunfo,Nordeste,PB,10315,4,2578.75
251690,Uiraúna,Nordeste,PB,15431,8,1928.875
251700,Umbuzeiro,Nordeste,PB,9274,7,1324.857142857143
251710,Várzea,Nordeste,PB,2777,3,925.6666666666666
251720,Vieirópolis,Nordeste,PB,4967,6,827.8333333333334
251740,Zabelê,Nordeste,PB,2323,1,2323
260005,Abreu e Lima,Nordeste,PE,104248,34,3066.1176470588234
260010,Afogados da Ingazeira,Nordeste,PE,42672,23,1855.304347826087
260020,Afrânio,Nordeste,PE,19409,14,1386.357142857143
260030,Agrestina,Nordeste,PE,24680,12,2056.6666666666665
260040,Água Preta,Nordeste,PE,26981,5,5396.2
260050,Águas Belas,Nordeste,PE,43822,6,7303.666666666667
260060,Alagoinha,Nordeste,PE,14460,4,3615
260070,Aliança,Nordeste,PE,37349,9,4149.888888888889
260080,Altinho,Nordeste,PE,21134,6,3522.3333333333335
260090,Amaraji,Nordeste,PE,18335,5,3667
260100,Angelim,Nordeste,PE,10591,3,3530.3333333333335
260105,Araçoiaba,Nordeste,PE,19996,8,2499.5
260110,Araripina,Nordeste,PE,90504,13,6961.846153846154
260120,Arcoverde,Nordeste,PE,82487,50,1649.74
260130,Barra de Guabiraba,Nordeste,PE,12601,2,6300.5
260140,Barreiros,Nordeste,PE,42083,10,4208.3
260150,Belém de Maria,Nordeste,PE,10798,2,5399
260160,Belém do São Francisco,Nordeste,PE,18648,5,3729.6
260170,Belo Jardim,Nordeste,PE,84033,10,8403.3
260180,Betânia,Nordeste,PE,11961,2,5980.5
260190,Bezerros,Nordeste,PE,65007,19,3421.4210526315787
260200,Bodocó,Nordeste,PE,36145,8,4518.125
260210,Bom Conselho,Nordeste,PE,46202,9,5133.555555555556
260220,Bom Jardim,Nordeste,PE,39289,6,6548.166666666667
260230,Bonito,Nordeste,PE,39212,7,5601.714285714285
260240,Brejão,Nordeste,PE,9417,3,3139
260250,Brejinho,Nordeste,PE,8033,2,4016.5
260260,Brejo da Madre de Deus,Nordeste,PE,51308,16,3206.75
260270,Buenos Aires,Nordeste,PE,13276,5,2655.2
260280,Buíque,Nordeste,PE,53489,13,4114.538461538462
260290,Cabo de Santo Agostinho,Nordeste,PE,218049,48,4542.6875
260300,Cabrobó,Nordeste,PE,31762,14,2268.714285714286
260310,Cachoeirinha,Nordeste,PE,20673,5,4134.6
260320,Caetés,Nordeste,PE,30571,6,5095.166666666667
260330,Calçado,Nordeste,PE,11453,4,2863.25
260340,Calumbi,Nordeste,PE,5354,5,1070.8
260345,Camaragibe,Nordeste,PE,156112,30,5203.733333333334
260350,Camocim de São Félix,Nordeste,PE,18018,5,3603.6
260360,Camutanga,Nordeste,PE,7962,2,3981
260370,Canhotinho,Nordeste,PE,25103,7,3586.1428571428573
260380,Capoeiras,Nordeste,PE,18854,7,2693.4285714285716
260390,Carnaíba,Nordeste,PE,19533,8,2441.625
260392,Carnaubeira da Penha,Nordeste,PE,12712,2,6356
260400,Carpina,Nordeste,PE,83482,42,1987.6666666666667
260410,Caruaru,Nordeste,PE,405408,96,4223
260415,Casinhas,Nordeste,PE,13468,6,2244.6666666666665
260420,Catende,Nordeste,PE,33086,11,3007.818181818182
260430,Cedro,Nordeste,PE,10843,4,2710.75
260440,Chã de Alegria,Nordeste,PE,13496,3,4498.666666666667
260450,Chã Grande,Nordeste,PE,21258,7,3036.8571428571427
260460,Condado,Nordeste,PE,25416,5,5083.2
260470,Correntes,Nordeste,PE,17670,5,3534
260480,Cortês,Nordeste,PE,10426,6,1737.6666666666667
260490,Cumaru,Nordeste,PE,16215,6,2702.5
260500,Cupira,Nordeste,PE,24343,3,8114.333333333333
260510,Custódia,Nordeste,PE,39609,7,5658.428571428572
260515,Dormentes,Nordeste,PE,17850,6,2975
260520,Escada,Nordeste,PE,62174,9,6908.222222222223
260530,Exu,Nordeste,PE,33486,6,5581
260540,Feira Nova,Nordeste,PE,22222,9,2469.1111111111113
260545,Fernando de Noronha,Nordeste,PE,3341,6,556.8333333333334
260550,Ferreiros,Nordeste,PE,15955,5,3191
260560,Flores,Nordeste,PE,20776,3,6925.333333333333
260570,Floresta,Nordeste,PE,31702,10,3170.2
260580,Frei Miguelinho,Nordeste,PE,14055,8,1756.875
260590,Gameleira,Nordeste,PE,17583,6,2930.5
260600,Garanhuns,Nordeste,PE,151803,54,2811.1666666666665
260610,Glória do Goitá,Nordeste,PE,30420,13,2340
260620,Goiana,Nordeste,PE,85497,40,2137.425
260630,Granito,Nordeste,PE,7217,5,1443.4
260640,Gravatá,Nordeste,PE,92429,26,3554.9615384615386
260650,Iati,Nordeste,PE,17570,3,5856.666666666667
260660,Ibimirim,Nordeste,PE,28825,6,4804.166666666667
260670,Ibirajuba,Nordeste,PE,7334,3,2444.6666666666665
260680,Igarassu,Nordeste,PE,123017,52,2365.7115384615386
260690,Iguaracy,Nordeste,PE,11347,3,3782.3333333333335
260700,Inajá,Nordeste,PE,27758,3,9252.666666666666
260710,Ingazeira,Nordeste,PE,4975,2,2487.5
260720,Ipojuca,Nordeste,PE,106539,33,3228.4545454545455
260730,Ipubi,Nordeste,PE,30720,5,6144
260740,Itacuruba,Nordeste,PE,4491,3,1497
260750,Itaíba,Nordeste,PE,33995,5,6799
260760,Ilha de Itamaracá,Nordeste,PE,25658,11,2332.5454545454545
260765,Itambé,Nordeste,PE,36652,7,5236
260770,Itapetim,Nordeste,PE,14236,15,949.0666666666667
260775,Itapissuma,Nordeste,PE,29669,6,4944.833333333333
260780,Itaquitinga,Nordeste,PE,17142,8,2142.75
260790,Jaboatão dos Guararapes,Nordeste,PE,684293,80,8553.6625
260795,Jaqueira,Nordeste,PE,10440,3,3480
260800,Jataúba,Nordeste,PE,16328,10,1632.8
260805,Jatobá,Nordeste,PE,14477,8,1809.625
260810,João Alfredo,Nordeste,PE,28842,4,7210.5
260820,Joaquim Nabuco,Nordeste,PE,13416,2,6708
260825,Jucati,Nordeste,PE,12023,4,3005.75
260830,Jupi,Nordeste,PE,16022,4,4005.5
260840,Jurema,Nordeste,PE,14002,8,1750.25
260845,Lagoa do Carro,Nordeste,PE,18804,3,6268
260850,Lagoa de Itaenga,Nordeste,PE,19863,6,3310.5
260860,Lagoa do Ouro,Nordeste,PE,12367,2,6183.5
260870,Lagoa dos Gatos,Nordeste,PE,14333,5,2866.6
260875,Lagoa Grande,Nordeste,PE,24951,6,4158.5
260880,Lajedo,Nordeste,PE,41960,10,4196
260890,Limoeiro,Nordeste,PE,59236,43,1377.5813953488373
260900,Macaparana,Nordeste,PE,24642,8,3080.25
260910,Machados,Nordeste,PE,11387,5,2277.4
260915,Manari,Nordeste,PE,27046,3,9015.333333333334
260920,Maraial,Nordeste,PE,9322,1,9322
260930,Mirandiba,Nordeste,PE,14605,3,4868.333333333333
260940,Moreno,Nordeste,PE,57654,13,4434.923076923077
260950,Nazaré da Mata,Nordeste,PE,32187,9,3576.3333333333335
260960,Olinda,Nordeste,PE,364717,29,12576.448275862069
260970,Orobó,Nordeste,PE,22412,4,5603
260980,Orocó,Nordeste,PE,14129,6,2354.8333333333335
260990,Ouricuri,Nordeste,PE,68489,14,4892.071428571428
261000,Palmares,Nordeste,PE,56475,44,1283.5227272727273
261010,Palmeirina,Nordeste,PE,7104,2,3552
261020,Panelas,Nordeste,PE,23337,7,3333.8571428571427
261030,Paranatama,Nordeste,PE,12778,6,2129.6666666666665
261040,Parnamirim,Nordeste,PE,18960,3,6320
261050,Passira,Nordeste,PE,29744,10,2974.4
261060,Paudalho,Nordeste,PE,59924,16,3745.25
261070,Paulista,Nordeste,PE,365144,48,7607.166666666667
261080,Pedra,Nordeste,PE,23671,9,2630.1111111111113
261090,Pesqueira,Nordeste,PE,65481,18,3637.8333333333335
261100,Petrolândia,Nordeste,PE,36104,10,3610.4
261110,Petrolina,Nordeste,PE,418444,100,4184.44
261120,Poção,Nordeste,PE,10792,3,3597.3333333333335
261130,Pombos,Nordeste,PE,26942,5,5388.4
261140,Primavera,Nordeste,PE,14380,4,3595
261150,Quipapá,Nordeste,PE,17731,5,3546.2
261153,Quixaba,Nordeste,PE,6753,1,6753
261160,Recife,Nordeste,PE,1588376,783,2028.5772669220944
261170,Riacho das Almas,Nordeste,PE,21490,10,2149
261180,Ribeirão,Nordeste,PE,33843,6,5640.5
261190,Rio Formoso,Nordeste,PE,20388,5,4077.6
261200,Sairé,Nordeste,PE,11213,3,3737.6666666666665
261210,Salgadinho,Nordeste,PE,5478,2,2739
261220,Salgueiro,Nordeste,PE,65946,27,2442.4444444444443
261230,Saloá,Nordeste,PE,14125,6,2354.1666666666665
261240,Sanharó,Nordeste,PE,18812,6,3135.3333333333335
261245,Santa Cruz,Nordeste,PE,14342,3,4780.666666666667
261247,Santa Cruz da Baixa Verde,Nordeste,PE,11934,3,3978
261250,Santa Cruz do Capibaribe,Nordeste,PE,104854,26,4032.846153846154
261255,Santa Filomena,Nordeste,PE,12360,1,12360
261260,Santa Maria da Boa Vista,Nordeste,PE,42782,10,4278.2
261270,Santa Maria do Cambucá,Nordeste,PE,14586,1,14586
261280,Santa Terezinha,Nordeste,PE,10487,4,2621.75
261290,São Benedito do Sul,Nordeste,PE,13456,2,6728
261300,São Bento do Una,Nordeste,PE,51165,9,5685
261310,São Caitano,Nordeste,PE,39243,8,4905.375
261320,São João,Nordeste,PE,24895,9,2766.1111111111113
261330,São Joaquim do Monte,Nordeste,PE,20438,12,1703.1666666666667
261340,São José da Coroa Grande,Nordeste,PE,19511,6,3251.8333333333335
261350,São José do Belmonte,Nordeste,PE,36890,5,7378
261360,São José do Egito,Nordeste,PE,32508,11,2955.2727272727275
261370,São Lourenço da Mata,Nordeste,PE,118258,24,4927.416666666667
261380,São Vicente Férrer,Nordeste,PE,17177,8,2147.125
261390,Serra Talhada,Nordeste,PE,98816,55,1796.6545454545455
261400,Serrita,Nordeste,PE,18764,5,3752.8
261410,Sertânia,Nordeste,PE,34271,5,6854.2
261420,Sirinhaém,Nordeste,PE,39171,11,3561
261430,Moreilândia,Nordeste,PE,10839,4,2709.75
261440,Solidão,Nordeste,PE,5386,3,1795.3333333333333
261450,Surubim,Nordeste,PE,67821,21,3229.5714285714284
261460,Tabira,Nordeste,PE,29180,4,7295
261470,Tacaimbó,Nordeste,PE,14330,4,3582.5
261480,Tacaratu,Nordeste,PE,24898,3,8299.333333333334
261485,Tamandaré,Nordeste,PE,24670,2,12335
261500,Taquaritinga do Norte,Nordeste,PE,25511,7,3644.4285714285716
261510,Terezinha,Nordeste,PE,6853,1,6853
261530,Timbaúba,Nordeste,PE,47312,15,3154.133333333333
261540,Toritama,Nordeste,PE,43921,14,3137.214285714286
261550,Tracunhaém,Nordeste,PE,14439,3,4813
261560,Trindade,Nordeste,PE,32257,3,10752.333333333334
261570,Triunfo,Nordeste,PE,15141,9,1682.3333333333333
261580,Tupanatinga,Nordeste,PE,28141,5,5628.2
261590,Tuparetama,Nordeste,PE,8261,4,2065.25
261600,Venturosa,Nordeste,PE,17563,6,2927.1666666666665
261610,Verdejante,Nordeste,PE,9483,2,4741.5
261618,Vertente do Lério,Nordeste,PE,7776,2,3888
261620,Vertentes,Nordeste,PE,23127,10,2312.7
261630,Vicência,Nordeste,PE,27151,14,1939.357142857143
261640,Vitória de Santo Antão,Nordeste,PE,144243,66,2185.5
261650,Xexéu,Nordeste,PE,11699,4,2924.75
270010,Água Branca,Nordeste,AL,19550,7,2792.8571428571427
270020,Anadia,Nordeste,AL,14167,10,1416.7
270030,Arapiraca,Nordeste,AL,243906,102,2391.235294117647
270040,Atalaia,Nordeste,AL,38480,13,2960
270050,Barra de Santo Antônio,Nordeste,AL,16756,3,5585.333333333333
270060,Barra de São Miguel,Nordeste,AL,8123,3,2707.6666666666665
270070,Batalha,Nordeste,AL,17103,6,2850.5
270080,Belém,Nordeste,AL,4819,3,1606.3333333333333
270090,Belo Monte,Nordeste,AL,5895,2,2947.5
270100,Boca da Mata,Nordeste,AL,21479,5,4295.8
270110,Branquinha,Nordeste,AL,9779,2,4889.5
270120,Cacimbinhas,Nordeste,AL,10705,2,5352.5
270130,Cajueiro,Nordeste,AL,16572,8,2071.5
270135,Campestre,Nordeste,AL,6808,3,2269.3333333333335
270140,Campo Alegre,Nordeste,AL,32558,23,1415.5652173913043
270150,Campo Grande,Nordeste,AL,8285,1,8285
270160,Canapi,Nordeste,AL,15730,3,5243.333333333333
270170,Capela,Nordeste,AL,15051,9,1672.3333333333333
270180,Carneiros,Nordeste,AL,9206,3,3068.6666666666665
270190,Chã Preta,Nordeste,AL,6000,2,3000
